condition,cue_x,cue_y,target_x,target_y,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,key_resp.keys,key_resp.rt,key_resp.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,practice.started,fixation_2.started,Left_rect_2.started,Right_rect_2.started,cue_2.started,cue_2.stopped,target_2.started,key_resp_3.started,practice.stopped,trials_2.key_resp_3.keys,trials_2.key_resp_3.rt,trials_2.key_resp_3.duration,fixation_2.stopped,Left_rect_2.stopped,Right_rect_2.stopped,target_2.stopped,key_resp_3.stopped,instructions_2.started,text_3.started,key_resp_4.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,fixation.started,Left_rect.started,Right_rect.started,cue.started,cue.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,blank.started,text_2.started,text_2.stopped,blank.stopped,fixation.stopped,Left_rect.stopped,Right_rect.stopped,target.stopped,key_resp.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
invalid_diff,-0.168,-0.175,0.168,-0.149,34,34,0,,,,up,0.30670529999770224,None,,,,,0,34,34,29,107.51293610001449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.49773170001572,107.51293610001449,107.51293610001449,107.51293610001449,108.5129389000358,108.6129713000264,108.81277830002364,108.81277830002364,109.12983330001589,up,0.30670529999770224,None,109.12990709999576,109.14619739999762,109.64618159999372,109.62947119999444,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,0.168,0.175,None,None,35,35,0,,,,None,,,,,,,0,35,35,34,109.64618159999372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.62983590003569,109.64618159999372,109.64618159999372,109.64618159999372,110.62941860000137,110.7294111000374,110.92955629999051,110.92955629999051,112.91344999999274,None,,,112.91353379999055,112.92931560002035,113.4293195999926,113.41363680001814,112.92931560002035,112.92931560002035,112.92931560002035,112.92931560002035,112.92931560002035,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,36,0,1,,,,up,0.6523806000477634,None,,,,,1,0,36,23,113.4293195999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.41463150002528,113.4293195999926,113.4293195999926,113.4293195999926,114.42935779999243,114.52936240000417,114.72938900004374,114.72938900004374,115.39683440001681,up,0.6523806000477634,None,115.39694500004407,115.41288010001881,115.91283370001474,115.89639080001507,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,37,1,1,,,,up,0.3494562999694608,None,,,,,1,1,37,4,115.91283370001474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.89694330003113,115.91283370001474,115.91283370001474,115.91283370001474,116.89625690004323,116.99608410004294,117.19618850003462,117.19618850003462,117.54650590004167,up,0.3494562999694608,None,117.54655250004726,117.56250620004721,118.0628973999992,118.04736630001571,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,38,2,1,,,,up,0.3667007999611087,None,,,,,1,2,38,10,118.0628973999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.04812220000895,118.0628973999992,118.0628973999992,118.0628973999992,119.04598910000641,119.14620310004102,119.34609190002084,119.34609190002084,119.71322780003538,up,0.3667007999611087,None,119.71332800004166,119.72911650000606,120.22920659999363,120.21316869999282,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,39,3,1,,,,up,0.4378646000404842,None,,,,,1,3,39,17,120.22920659999363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.21386100002564,120.22920659999363,120.22920659999363,120.22920659999363,121.21286930004135,121.31283619999886,121.513009300048,121.513009300048,121.96364770003129,up,0.4378646000404842,None,121.96378200000618,121.97930920001818,122.47936980001396,122.46313310001278,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,-0.168,0.175,-0.168,-0.149,40,4,1,,,,up,0.46054240001831204,None,,,,,1,4,40,24,122.47936980001396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4636549000279,122.47936980001396,122.47936980001396,122.47936980001396,123.47918200003915,123.57908830000088,123.7628895000089,123.7628895000089,124.23054080002476,up,0.46054240001831204,None,124.23072270001285,124.24626859999262,124.74622230004752,124.72964040003717,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,41,5,1,,,,up,0.48670409998157993,None,,,,,1,5,41,13,124.74622230004752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.73062159999972,124.74622230004752,124.74622230004752,124.74622230004752,125.72932800004492,125.8292325999937,126.04622920003021,126.04622920003021,126.54687330004526,up,0.48670409998157993,None,126.54698230000213,126.56287720002001,127.06284289999167,127.0465075999964,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,42,6,1,,,,up,0.5723487999639474,None,,,,,1,6,42,8,127.06284289999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.04721180000342,127.06284289999167,127.06284289999167,127.06284289999167,128.04623989999527,128.14588590001222,128.36261730000842,128.36261730000842,128.94768570002634,up,0.5723487999639474,None,128.9478439000086,128.96285710000666,129.4628702000482,129.44738740002504,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,0.168,0.175,0.168,-0.149,43,7,1,,,,up,0.3745677000260912,None,,,,,1,7,43,26,129.4628702000482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.44851519999793,129.4628702000482,129.4628702000482,129.4628702000482,130.4629276000196,130.56303419999313,130.76288799999747,130.76288799999747,131.14744309999514,up,0.3745677000260912,None,131.14764229999855,131.16263500001514,131.66300580004463,131.6464394000359,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,44,8,1,,,,up,0.4208399000344798,None,,,,,1,8,44,1,131.66300580004463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.64720190002117,131.66300580004463,131.66300580004463,131.66300580004463,132.6628297000425,132.7627451000153,132.9628777000471,132.9628777000471,133.39686740003526,up,0.4208399000344798,None,133.39698389999103,133.41288439999335,133.91275900002802,133.8967258000048,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,45,9,1,,,,up,0.3016800999757834,None,,,,,1,9,45,2,133.91275900002802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.89769720000913,133.91275900002802,133.91275900002802,133.91275900002802,134.9127950000111,135.0127715000417,135.2128505000146,135.2128505000146,135.53055890003452,up,0.3016800999757834,None,135.53073110000696,135.54618669999763,136.04620320000686,136.02933640003903,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,46,10,1,,,,up,0.38199900003382936,None,,,,,1,10,46,12,136.04620320000686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.02985240001,136.04620320000686,136.04620320000686,136.04620320000686,137.04622590000508,137.14627000002656,137.34627939999336,137.34627939999336,137.72949769999832,up,0.38199900003382936,None,137.72954530001152,137.74596190004377,138.24632750003366,138.2295151000144,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,47,11,1,,,,up,0.3184748000348918,None,,,,,1,11,47,6,138.24632750003366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.23021589999553,138.24632750003366,138.24632750003366,138.24632750003366,139.2293094000197,139.32938340003602,139.5292824000353,139.5292824000353,139.86288390000118,up,0.3184748000348918,None,139.86294630001066,139.87911929999245,140.37918710004305,140.36292460002005,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,48,12,1,,,,up,0.493154100026004,None,,,,,1,12,48,21,140.37918710004305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.36403019999852,140.37918710004305,140.37918710004305,140.37918710004305,141.36292460002005,141.46289260004414,141.66300530004082,141.66300530004082,142.16414310003165,up,0.493154100026004,None,142.1643613000051,142.17911299999105,142.67903260001913,142.66308299999218,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,49,13,1,,,,up,0.35225170000921935,None,,,,,1,13,49,16,142.67903260001913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.66352260002168,142.67903260001913,142.67903260001913,142.67903260001913,143.679258499993,143.77922590001253,143.97918220004067,143.97918220004067,144.34678170003463,up,0.35225170000921935,None,144.34717240004102,144.3628130000434,144.86275020003086,144.84657029999653,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,50,14,1,,,,up,0.32301619998179376,None,,,,,1,14,50,7,144.86275020003086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.8472405000357,144.86275020003086,144.86275020003086,144.86275020003086,145.84623389999615,145.94631850003498,146.1462743000011,146.1462743000011,146.47992430004524,up,0.32301619998179376,None,146.48004230001243,146.49609720002627,146.99630540004,146.98000750003848,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,-0.168,-0.175,0.168,-0.149,51,15,1,,,,up,0.42958830000134185,None,,,,,1,15,51,29,146.99630540004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.9810478000436,146.99630540004,146.99630540004,146.99630540004,147.9792424000334,148.07915020000655,148.27919850003673,148.27919850003673,148.71413010003744,up,0.42958830000134185,None,148.71430550003424,148.72903950000182,149.22913130000234,149.21319260000018,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,0.168,0.175,-0.168,0.149,52,16,1,,,,up,0.4172246999805793,None,,,,,1,16,52,30,149.22913130000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.21380220004357,149.22913130000234,149.22913130000234,149.22913130000234,150.2291640000185,150.32931140001165,150.5293856000062,150.5293856000062,150.96293169999262,up,0.4172246999805793,None,150.96298340003705,150.97895040002186,151.47913420002442,151.46348770003533,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,53,17,1,,,,up,0.43960889999289066,None,,,,,1,17,53,3,151.47913420002442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.46456660004333,151.47913420002442,151.47913420002442,151.47913420002442,152.46279340004548,152.56281999999192,152.76274740003282,152.76274740003282,153.21406150003895,up,0.43960889999289066,None,153.2142548999982,153.22914960002527,153.72913380002137,153.71306169999298,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,-0.168,-0.175,None,None,54,18,1,,,,None,,,,,,,1,18,54,33,153.72913380002137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.71380980004324,153.72913380002137,153.72913380002137,153.72913380002137,154.72908810002264,154.82910150004318,155.02915600000415,155.02915600000415,157.01331240002764,None,,,157.01340550003806,157.02920690004248,157.529298700043,157.51301360002253,157.02920690004248,157.02920690004248,157.02920690004248,157.02920690004248,157.02920690004248,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,55,19,1,,,,up,0.3301845000241883,None,,,,,1,19,55,20,157.529298700043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.51360120001482,157.529298700043,157.529298700043,157.529298700043,158.5292503000237,158.62919690000126,158.82919010001933,158.82919010001933,159.16339930001413,up,0.3301845000241883,None,159.16350580001017,159.17906420002691,159.67916480003623,159.66365540004335,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,-0.168,0.175,None,None,56,20,1,,,,None,,,,,,,1,20,56,32,159.67916480003623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.66461740003433,159.67916480003623,159.67916480003623,159.67916480003623,160.6628294000402,160.7628005000297,160.96264420001535,160.96264420001535,162.94736590003595,None,,,162.9475554000237,162.96270860004006,163.46277080004802,163.44643350003753,162.96270860004006,162.96270860004006,162.96270860004006,162.96270860004006,162.96270860004006,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,0.168,-0.175,-0.168,-0.149,57,21,1,,,,up,0.6717487999703735,None,,,,,1,21,57,31,163.46277080004802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.44698030001018,163.46277080004802,163.46277080004802,163.46277080004802,164.4627051000134,164.56277700001374,164.76261570001952,164.76261570001952,165.44673100003274,up,0.6717487999703735,None,165.4468390000402,165.4626419999986,165.9628376000328,165.9474293999956,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,0.168,0.175,None,None,58,22,1,,,,None,,,,,,,1,22,58,34,165.9628376000328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.94853680004599,165.9628376000328,165.9628376000328,165.9628376000328,166.94612959999358,167.0461268000072,167.24612900003558,167.24612900003558,169.22997859999305,None,,,169.23013350000838,169.24595750001026,169.7459349000128,169.729174600041,169.24595750001026,169.24595750001026,169.24595750001026,169.24595750001026,169.24595750001026,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,59,23,1,,,,up,0.3315922999754548,None,,,,,1,23,59,5,169.7459349000128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.7294724000385,169.76277040003333,169.76277040003333,169.76277040003333,170.74582840001676,170.84599090000847,171.04609380004695,171.04609380004695,171.3796977000311,up,0.3315922999754548,None,171.37980699999025,171.3959082000074,171.89629850001074,171.87942100001965,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,-0.168,0.175,0.168,0.149,60,24,1,,,,up,0.37834659998770803,None,,,,,1,24,60,28,171.89629850001074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.88005750003504,171.89629850001074,171.89629850001074,171.89629850001074,172.87918740004534,172.97895760001848,173.1791671999963,173.1791671999963,173.56289450003533,up,0.37834659998770803,None,173.56297560001258,173.57912000000942,174.07905659999233,174.06309280003188,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,61,25,1,,,,up,0.2912376999738626,None,,,,,1,25,61,11,174.07905659999233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.06398010003613,174.07905659999233,174.07905659999233,174.07905659999233,175.06278550002025,175.16279900004156,175.36281439999584,175.36281439999584,175.66364480002085,up,0.2912376999738626,None,175.66382260003593,175.6790490000276,176.17910760000814,176.16271800000686,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,0.168,-0.175,None,None,62,26,1,,,,None,,,,,,,1,26,62,35,176.17910760000814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.16317960002925,176.17910760000814,176.17910760000814,176.17910760000814,177.17900900001405,177.2790596000268,177.47927790001268,177.47927790001268,179.46315670001786,None,,,179.4632368000457,179.4790517000365,179.9791249000118,179.96290879999287,179.46272830001544,179.46272830001544,179.46272830001544,179.4790517000365,179.4790517000365,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,63,27,1,,,,up,0.2442091999691911,None,,,,,1,27,63,22,179.9791249000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.9635491000372,179.9791249000118,179.9791249000118,179.9791249000118,180.962703600002,181.06266360002337,181.26274870004272,181.26274870004272,181.51341250003316,up,0.2442091999691911,None,181.5135239000083,181.5290061000269,182.02919920004206,182.01305569999386,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,64,28,1,,,,up,0.292390999966301,None,,,,,1,28,64,15,182.02919920004206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.01430070004426,182.02919920004206,182.02919920004206,182.02919920004206,183.02902840002207,183.1287854000111,183.3127688000095,183.3127688000095,183.6140034000273,up,0.292390999966301,None,183.61418309999863,183.62899610004388,184.1291616000235,184.11298999999417,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,65,29,1,,,,up,0.3843787999940105,None,,,,,1,29,65,18,184.1291616000235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.1136625999934,184.1291616000235,184.1291616000235,184.1291616000235,185.12918770004762,185.22911100002239,185.42908970004646,185.42908970004646,185.8297185000265,up,0.3843787999940105,None,185.82981470000232,185.84587190003367,186.34603270003572,186.32937120000133,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,-0.168,-0.175,-0.168,0.149,66,30,1,,,,up,0.3819247000501491,None,,,,,1,30,66,25,186.34603270003572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.33004570001503,186.34603270003572,186.34603270003572,186.34603270003572,187.3290110999951,187.42910730000585,187.62918029999128,187.62918029999128,188.0136548000155,up,0.3819247000501491,None,188.01376310002524,188.02896660001716,188.52903160004644,188.5130882000085,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,0.168,-0.175,0.168,0.149,67,31,1,,,,up,0.301836300001014,None,,,,,1,31,67,27,188.52903160004644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.51407380000455,188.52903160004644,188.52903160004644,188.52903160004644,189.51254760002485,189.6126088000019,189.82913750002626,189.82913750002626,190.14665680000326,up,0.301836300001014,None,190.14682090003043,190.16247300000396,190.66273610002827,190.64624370000092,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,68,32,1,,,,up,0.376834399998188,None,,,,,1,32,68,0,190.66273610002827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.64691559999483,190.66273610002827,190.66273610002827,190.66273610002827,191.66264769999543,191.7627979000099,191.96286800003145,191.96286800003145,192.3467559000128,up,0.376834399998188,None,192.34686520003015,192.36262920004083,192.86270150000928,192.84635320003144,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,-0.175,0.168,-0.149,69,33,1,,,,up,0.3733500000089407,None,,,,,1,33,69,19,192.86270150000928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.84697640000377,192.86270150000928,192.86270150000928,192.86270150000928,193.86277609999524,193.96260430000257,194.16286929999478,194.16286929999478,194.54773380002007,up,0.3733500000089407,None,194.54792690003524,194.56259690003935,195.06266809999943,195.04691259999527,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,70,34,1,,,,up,0.4313849000027403,None,,,,,1,34,70,9,195.06266809999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.04776030004723,195.06266809999943,195.06266809999943,195.06266809999943,196.06272530002752,196.1626354000182,196.36288830003468,196.36288830003468,196.79690330004087,up,0.4313849000027403,None,196.79701530002058,196.81253350002225,197.31268999999156,197.29628110001795,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,71,35,1,,,,up,0.43962469999678433,None,,,,,1,35,71,14,197.31268999999156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.296864700038,197.31268999999156,197.31268999999156,197.31268999999156,198.3129814999993,198.41262610000558,198.61274290003348,198.61274290003348,199.06323339999653,up,0.43962469999678433,None,199.06333999999333,199.0789943000418,199.5790313000325,199.5635367000359,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,72,0,2,,,,up,0.6099583000177518,None,,,,,2,0,72,22,199.5790313000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.56447400001343,199.5790313000325,199.5790313000325,199.5790313000325,200.562837400008,200.6627759000403,200.86272130004363,200.86272130004363,201.48025190003682,up,0.6099583000177518,None,201.48041200003354,201.4957424000022,201.99623560003238,201.97941870003706,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,0.168,0.175,None,None,73,1,2,,,,None,,,,,,,2,1,73,34,201.99623560003238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.98025930003496,201.99623560003238,201.99623560003238,201.99623560003238,202.99599940003827,203.09587240003748,203.29602710000472,203.29602710000472,205.27947730000596,None,,,205.27955550001934,205.29586370004108,205.7959661000059,205.77958190004574,205.27903370000422,205.27903370000422,205.27903370000422,205.29586370004108,205.29586370004108,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,0.168,0.175,0.168,0.149,74,2,2,,,,up,0.28526249999413267,None,,,,,2,2,74,14,205.7959661000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.7806974000414,205.7959661000059,205.7959661000059,205.7959661000059,206.79594189999625,206.89577380003175,207.0956770000048,207.0956770000048,207.39730100001907,up,0.28526249999413267,None,207.3974973000004,207.41247919999296,207.9125601000269,207.89617760002147,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
catch,-0.168,-0.175,None,None,75,3,2,,,,None,,,,,,,2,3,75,33,207.9125601000269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.89753290003864,207.9125601000269,207.9125601000269,207.9125601000269,208.9125226000324,209.0126991000143,209.21262220002245,209.21262220002245,211.19663660001243,None,,,211.19673100003274,211.21240290004062,211.71251189999748,211.69622159999562,211.21240290004062,211.21240290004062,211.21240290004062,211.21240290004062,211.21240290004062,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_diff,0.168,-0.175,-0.168,-0.149,76,4,2,,,,up,0.12099160003708676,None,,,,,2,4,76,31,211.71251189999748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.69680830003927,211.71251189999748,211.71251189999748,211.71251189999748,212.71249310002895,212.81264519999968,213.01253730000462,213.01253730000462,213.14641180000035,up,0.12099160003708676,None,213.14650730002904,213.1624830000219,213.66247360000852,213.64598150004167,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,0.175,-0.168,0.149,77,5,2,,,,up,0.44981199997710064,None,,,,,2,5,77,8,213.66247360000852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.64648870000383,213.66247360000852,213.66247360000852,213.66247360000852,214.64565660001244,214.7457793999929,214.9456957000075,214.9456957000075,215.39687060000142,up,0.44981199997710064,None,215.39705790003063,215.41245679999702,215.91253720002715,215.8965271000052,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,0.168,0.175,0.168,-0.149,78,6,2,,,,up,0.4738076999783516,None,,,,,2,6,78,26,215.91253720002715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8976274000015,215.91253720002715,215.91253720002715,215.91253720002715,216.91255410003942,217.01269510004204,217.2124878000468,217.2124878000468,217.69693670002744,up,0.4738076999783516,None,217.6970627999981,217.71252190001542,218.21248300001025,218.19579240004532,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
valid,-0.168,-0.175,-0.168,-0.149,79,7,2,,,,up,0.42521330004092306,None,,,,,2,7,79,1,218.21248300001025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.19646520004608,218.21248300001025,218.21248300001025,218.21248300001025,219.21274610003456,219.31273659999715,219.5126251000329,219.5126251000329,219.94678270001896,up,0.42521330004092306,None,219.94689010002185,219.96249340003124,220.46258019999368,220.44662310002604,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
invalid_same,-0.168,-0.175,-0.168,0.149,80,8,2,,,,up,0.5759526999900118,None,,,,,2,8,80,25,220.46258019999368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.4476092000259,220.46258019999368,220.46258019999368,220.46258019999368,221.46234070003266,221.56225439999253,221.76235640002415,221.76235640002415,222.34737900004257,up,0.5759526999900118,None,222.34757149999496,222.36229459999595,222.86249920004047,222.84599400003208,,,,,,P6,001,2025-11-24_21h07.51.089,solo_project,,2025.1.1,59.99016162936751,2025-11-24 21h07.57.482185 +0530,
