reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
27,50,21,78,8,7,l,1.2006667000241578,None,7,8,78,2,258.0818031998351,,258.07078350009397,258.0818031998351,259.08210709970444,259.08210709970444,259.08210709970444,260.2984869000502,l,1.2006667000241578,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
11,30,7,79,9,7,l,2.5680953999981284,None,7,9,79,0,260.3144469996914,,260.301213900093,260.3144469996914,261.2990577998571,261.2990577998571,261.3154124999419,263.88242579996586,l,2.5680953999981284,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
78,80,162,80,0,8,t,2.5305345999076962,None,8,0,80,7,263.8978400998749,,263.88578679971397,263.8978400998749,264.88200929993764,264.88200929993764,264.89860760001466,267.41594989970326,t,2.5305345999076962,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
40,55,62,81,1,8,t,0.8994211000390351,None,8,1,81,3,267.4316348996945,,267.42173299985006,267.4316348996945,268.4308255999349,268.4308255999349,268.4308255999349,269.3317964999005,t,0.8994211000390351,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
82,90,175,82,2,8,t,0.8553939000703394,None,8,2,82,8,269.3477821997367,,269.3354854998179,269.3477821997367,270.3317728997208,270.3317728997208,270.3479415997863,271.19924109987915,t,0.8553939000703394,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
49,60,89,83,3,8,t,4.727122500073165,None,8,3,83,4,271.21520789992064,,271.2041668999009,271.21520789992064,272.19866869971156,272.19866869971156,272.2153513999656,276.9324130997993,t,4.727122500073165,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
92,110,190,84,4,8,t,1.2246846002526581,None,8,4,84,9,276.94798159971833,,276.9374146000482,276.94798159971833,277.93193829990923,277.93193829990923,277.9486370999366,279.1644390998408,t,1.2246846002526581,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
15,35,13,85,5,8,l,1.4332059998996556,None,8,5,85,1,279.18093700008467,,279.1670979000628,279.18093700008467,280.16448609996587,280.16448609996587,280.181293099653,281.6001027999446,l,1.4332059998996556,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
27,50,21,86,6,8,l,0.8747856998816133,None,8,6,86,2,281.61408500000834,,281.60562509996817,281.61408500000834,282.61525949975476,282.61525949975476,282.61525949975476,283.499165199697,l,0.8747856998816133,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
11,30,7,87,7,8,l,1.3000200996175408,None,8,7,87,0,283.51424269983545,,283.50391600001603,283.51424269983545,284.49869189970195,284.49869189970195,284.5152313997969,285.8154708999209,l,1.3000200996175408,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
53,65,101,88,8,8,t,1.4630016000010073,None,8,8,88,5,285.83127869991586,,285.8194539998658,285.83127869991586,286.8154258998111,286.8154258998111,286.8318974999711,288.28260129969567,t,1.4630016000010073,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
67,75,119,89,9,8,t,1.1106875999830663,None,8,9,89,6,288.2978121000342,,288.2875826000236,288.2978121000342,289.2820219998248,289.2820219998248,289.2972055999562,290.39897869993,t,1.1106875999830663,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
82,90,175,90,0,9,t,0.8945099003612995,None,9,0,90,8,290.414267799817,,290.4036395996809,290.414267799817,291.41541099967435,291.41541099967435,291.41541099967435,292.3159356000833,t,0.8945099003612995,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
67,75,119,91,1,9,t,1.3474167003296316,None,9,1,91,6,292.3306895997375,,292.32064219983295,292.3306895997375,293.31505699967965,293.31505699967965,293.33195720007643,294.665474999696,t,1.3474167003296316,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
92,110,190,92,2,9,t,1.5542163997888565,None,9,2,92,9,294.68059029988945,,294.66943039977923,294.68059029988945,295.66524829994887,295.66524829994887,295.6820637998171,297.2310031000525,t,1.5542163997888565,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
49,60,89,93,3,9,t,1.0604501999914646,None,9,3,93,4,297.2473410000093,,297.2344001997262,297.2473410000093,298.23070900002494,298.23070900002494,298.24760119989514,299.2990929996595,t,1.0604501999914646,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
27,50,21,94,4,9,l,1.3341235001571476,None,9,4,94,2,299.3143016998656,,299.3039698996581,299.3143016998656,300.298748599831,300.298748599831,300.315143099986,301.64874849980697,l,1.3341235001571476,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
53,65,101,95,5,9,t,1.545798999723047,None,9,5,95,5,301.66450929967687,,301.6529260999523,301.66450929967687,302.6486027999781,302.6486027999781,302.6651933998801,304.1990322000347,t,1.545798999723047,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
78,80,162,96,6,9,t,0.6327463001944125,None,9,6,96,7,304.21406009979546,,304.2046034997329,304.21406009979546,305.198601400014,305.198601400014,305.21365809999406,305.8324802997522,t,0.6327463001944125,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
11,30,7,97,7,9,l,1.218323000241071,None,9,7,97,0,305.84819109970704,,305.8380239000544,305.84819109970704,306.8319915998727,306.8319915998727,306.848470099736,308.0659181000665,l,1.218323000241071,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
40,55,62,98,8,9,t,4.151079799979925,None,9,8,98,3,308.08167629968375,,308.0713357999921,308.08167629968375,309.06552709965035,309.06552709965035,309.08211199985817,313.23097439995036,t,4.151079799979925,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
15,35,13,99,9,9,l,1.0269467001780868,None,9,9,99,1,313.2473649000749,,313.2335048997775,313.2473649000749,314.2307871999219,314.2307871999219,314.2481307000853,315.26546210004017,l,1.0269467001780868,None,participant 1,001,2025-11-06_20h41.24.448,delay_discounting,,2025.1.1,60.144370497968794,2025-11-06 20h41.59.361943 +0530,
