reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
15,35,13,9,9,0,t,8.133035600185394,None,0,9,9,1,125.47471849992871,,,,,,,,,125.47003399999812,125.47471849992871,126.45836120005697,126.45836120005697,126.47498770011589,134.5921892002225,t,8.133035600185394,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
82,90,175,10,0,1,t,5.460857899859548,None,1,0,10,8,134.60811490006745,,,,,,,,,134.6021882998757,134.60811490006745,135.5916872001253,135.5916872001253,135.60827569989488,141.05891330027953,t,5.460857899859548,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
11,30,7,11,1,1,l,37.452822000253946,None,1,1,11,0,141.0747565003112,,,,,,,,,141.06846070010215,141.0747565003112,142.05837110010907,142.05837110010907,142.0749353999272,179.52539010019973,l,37.452822000253946,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
67,75,119,12,2,1,t,7.477218899875879,None,1,2,12,6,179.54123510001227,,,,,,,,,179.5351410000585,179.54123510001227,180.52478000009432,180.52478000009432,180.5414550001733,188.00814349995926,t,7.477218899875879,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
40,55,62,13,3,1,t,8.81165329972282,None,1,3,13,3,188.0243294001557,,,,,,,,,188.01338660018519,188.0243294001557,189.00778770027682,189.00778770027682,189.02441810024902,197.8247410999611,t,8.81165329972282,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
92,110,190,14,4,1,t,3.893177699763328,None,1,4,14,9,197.84087070031092,,,,,,,,,197.8320895000361,197.84087070031092,198.8243598002009,198.8243598002009,198.8409806001,202.7248943001032,t,3.893177699763328,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
27,50,21,15,5,1,t,8.61468799971044,None,1,5,15,2,202.74105140008032,,,,,,,,,202.7341912998818,202.74105140008032,203.72430730005726,203.72430730005726,203.74088599998504,212.34176460001618,t,8.61468799971044,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
49,60,89,16,6,1,t,7.6749954000115395,None,1,6,16,4,212.35744319995865,,,,,,,,,212.35279570007697,212.35744319995865,213.34107459988445,213.34107459988445,213.35770469997078,221.02485690033063,t,7.6749954000115395,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
78,80,162,17,7,1,t,2.872130900155753,None,1,7,17,7,221.04083000030369,,,,,,,,,221.03417220013216,221.04083000030369,222.02433940023184,222.02433940023184,222.04103570012376,224.9084008000791,t,2.872130900155753,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
53,65,101,18,8,1,t,2.2326913001015782,None,1,8,18,5,224.92427280033007,,,,,,,,,224.91669930005446,224.92427280033007,225.90777610009536,225.90777610009536,225.92426560027525,228.14114159997553,t,2.2326913001015782,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
15,35,13,19,9,1,t,4.449010900221765,None,1,9,19,1,228.15743790008128,,,,,,,,,228.14745560009032,228.15743790008128,229.1409839000553,229.1409839000553,229.15781910018995,233.59142110031098,t,4.449010900221765,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
15,35,13,20,0,2,t,4.586178499739617,None,2,0,20,1,233.6077179000713,,,,,,,,,233.59172260016203,233.6077179000713,234.59092250000685,234.59092250000685,234.60763010010123,239.19107390008867,t,4.586178499739617,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
49,60,89,21,1,2,t,3.741640199907124,None,2,1,21,4,239.2073904001154,,,,,,,,,239.1974996002391,239.2073904001154,240.1908415001817,240.1908415001817,240.2074675001204,243.9413924999535,t,3.741640199907124,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
67,75,119,22,2,2,t,3.1939667998813093,None,2,2,22,6,243.95757100032642,,,,,,,,,243.9498300999403,243.95757100032642,244.94076570030302,244.94076570030302,244.95738269994035,248.14122739993036,t,3.1939667998813093,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
53,65,101,23,3,2,t,4.128603700082749,None,2,3,23,5,248.15738260000944,,,,,,,,,248.14776899991557,248.15738260000944,249.1408132999204,249.1408132999204,249.15745799988508,253.27457170002162,t,4.128603700082749,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
92,110,190,24,4,2,t,2.3611902999691665,None,2,4,24,9,253.29056790005416,,,,,,,,,253.28161110030487,253.29056790005416,254.27428880007938,254.27428880007938,254.29065970005468,256.6410801000893,t,2.3611902999691665,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
82,90,175,25,5,2,t,1.812989799771458,None,2,5,25,8,256.65736840013415,,,,,,,,,256.6477855001576,256.65736840013415,257.6407377999276,257.6407377999276,257.65755670005456,259.4577033999376,t,1.812989799771458,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
78,80,162,26,6,2,t,2.7930518998764455,None,2,6,26,7,259.4741704999469,,,,,,,,,259.4653302002698,259.4741704999469,260.4573719003238,260.4573719003238,260.4740907000378,263.2579875001684,t,2.7930518998764455,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
11,30,7,27,7,2,l,18.688775600399822,None,2,7,27,0,263.274032200221,,,,,,,,,263.2634364999831,263.274032200221,264.2574526001699,264.2574526001699,264.27414530003443,282.95776830008253,l,18.688775600399822,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
27,50,21,28,8,2,t,3.953832400031388,None,2,8,28,2,282.9739510999061,,,,,,,,,282.9634782001376,282.9739510999061,283.9570821002126,283.9570821002126,283.97397889988497,287.92446679994464,t,3.953832400031388,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
40,55,62,29,9,2,t,2.4010821003466845,None,2,9,29,3,287.94051499990746,,,,,,,,,287.9317634003237,287.94051499990746,288.92396230017766,288.92396230017766,288.94058240018785,291.3409792999737,t,2.4010821003466845,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
78,80,162,30,0,3,t,2.148505700286478,None,3,0,30,7,291.3570654001087,,,,,,,,,291.34742460027337,291.3570654001087,292.3404979999177,292.3404979999177,292.3572998000309,294.490983299911,t,2.148505700286478,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
49,60,89,31,1,3,t,2.2248652996495366,None,3,1,31,4,294.50720190024003,,,,,,,,,294.49586179992184,294.50720190024003,295.49049220001325,295.49049220001325,295.5074795000255,297.72435769997537,t,2.2248652996495366,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
67,75,119,32,2,3,t,2.9747212999500334,None,3,2,32,6,297.7405739999376,,,,,,,,,297.73198690032586,297.7405739999376,298.7238525003195,298.7238525003195,298.7404916002415,301.7080391002819,t,2.9747212999500334,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
11,30,7,33,3,3,l,3.980055400170386,None,3,3,33,0,301.7245436999947,,,,,,,,,301.7173434002325,301.7245436999947,302.72385889990255,302.72385889990255,302.72385889990255,306.70780740026385,l,3.980055400170386,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
27,50,21,34,4,3,t,1.952885900158435,None,3,4,34,2,306.72353250021115,,,,,,,,,306.71472050016746,306.72353250021115,307.7071724003181,307.7071724003181,307.7238762001507,309.67452660016716,t,1.952885900158435,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
92,110,190,35,5,3,t,1.0502466997131705,None,3,5,35,9,309.69035710021853,,,,,,,,,309.68159840023145,309.69035710021853,310.67387570021674,310.67387570021674,310.69034299999475,311.7247689003125,t,1.0502466997131705,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
15,35,13,36,6,3,t,1.7468414003960788,None,3,6,36,1,311.74019910022616,,,,,,,,,311.73260489990935,311.74019910022616,312.74033060017973,312.74033060017973,312.74033060017973,314.4908253001049,t,1.7468414003960788,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
82,90,175,37,7,3,t,1.6107399999164045,None,3,7,37,8,314.5070100999437,,,,,,,,,314.49865549989045,314.5070100999437,315.4904404999688,315.4904404999688,315.5071258000098,317.10737710027024,t,1.6107399999164045,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
40,55,62,38,8,3,t,3.8690726002678275,None,3,8,38,3,317.1236054999754,,,,,,,,,317.1145311999135,317.1236054999754,318.10714079998434,318.10714079998434,318.12385760014877,321.9910109001212,t,3.8690726002678275,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
53,65,101,39,9,3,t,2.2483247998170555,None,3,9,39,5,322.0071058003232,,,,,,,,,322.0029234001413,322.0071058003232,322.9903894001618,322.9903894001618,323.006932400167,325.24073080020025,t,2.2483247998170555,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
49,60,89,40,0,4,t,2.707536599598825,None,4,0,40,4,325.25690740020946,,,,,,,,,325.24631160032004,325.25690740020946,326.24058869993314,326.24058869993314,326.25710770022124,328.9573035999201,t,2.707536599598825,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
67,75,119,41,1,4,t,1.7113020000979304,None,4,1,41,6,328.9735842999071,,,,,,,,,328.962607299909,328.9735842999071,329.95699710026383,329.95699710026383,329.9737122002989,331.67395560024306,t,1.7113020000979304,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
15,35,13,42,2,4,l,5.09787409985438,None,4,2,42,1,331.69019170012325,,,,,,,,,331.6789299999364,331.69019170012325,332.67363330023363,332.67363330023363,332.6902638999745,337.77404349995777,l,5.09787409985438,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
27,50,21,43,3,4,t,6.315496299881488,None,4,3,43,2,337.79026310006157,,,,,,,,,337.78235130012035,337.79026310006157,338.77352169994265,338.77352169994265,338.7903312998824,345.09057690016925,t,6.315496299881488,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
53,65,101,44,4,4,t,2.3459895001724362,None,4,4,44,5,345.10678330017254,,,,,,,,,345.0981784001924,345.10678330017254,346.09024860011414,346.09024860011414,346.1068802000955,348.4407546003349,t,2.3459895001724362,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
40,55,62,45,5,4,t,2.1960346000269055,None,4,5,45,3,348.45686500007287,,,,,,,,,348.4504283000715,348.45686500007287,349.48384870029986,349.48384870029986,349.48738190019503,351.69088430004194,t,2.1960346000269055,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
92,110,190,46,6,4,t,1.2331953002139926,None,4,6,46,9,351.7067660000175,,,,,,,,,351.69855270022526,351.7067660000175,352.69038300029933,352.69038300029933,352.7070124000311,353.92422490008175,t,1.2331953002139926,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
82,90,175,47,7,4,t,3.262455299962312,None,4,7,47,8,353.9402578002773,,,,,,,,,353.93303740024567,353.9402578002773,354.9235171000473,354.9235171000473,354.9401786001399,358.19076499994844,t,3.262455299962312,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
78,80,162,48,8,4,t,1.048516399692744,None,4,8,48,7,358.20690730027854,,,,,,,,,358.1986891999841,358.20690730027854,359.19029240030795,359.19029240030795,359.20688370009884,360.24093160033226,t,1.048516399692744,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
11,30,7,49,9,4,l,2.966806000098586,None,4,9,49,0,360.2567322999239,,,,,,,,,360.25038819992915,360.2567322999239,361.24038150021806,361.24038150021806,361.2570348000154,364.22396499989554,l,2.966806000098586,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
15,35,13,50,0,5,t,6.265119600109756,None,5,0,50,1,364.2401960999705,,,,,,,,,364.22898290026933,364.2401960999705,365.22348800022155,365.22348800022155,365.24028300028294,371.49077240005136,t,6.265119600109756,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
49,60,89,51,1,5,t,2.251591600012034,None,5,1,51,4,371.5065580001101,,,,,,,,,371.50037480005994,371.5065580001101,372.4900068002753,372.4900068002753,372.50657240021974,374.757301799953,t,2.251591600012034,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
78,80,162,52,2,5,t,1.0527131999842823,None,5,2,52,7,374.7736363001168,,,,,,,,,374.7659199000336,374.7736363001168,375.7567071001977,375.7567071001977,375.7734813001007,376.8241262002848,t,1.0527131999842823,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
53,65,101,53,3,5,t,2.7405515001155436,None,5,3,53,5,376.8402118002996,,,,,,,,,376.83369190013036,376.8402118002996,377.82359440019354,377.82359440019354,377.84022690029815,380.57411340018734,t,2.7405515001155436,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
40,55,62,54,4,5,t,3.960811299737543,None,5,4,54,3,380.5901903002523,,,,,,,,,380.5835457001813,380.5901903002523,381.5735102999024,381.5735102999024,381.59018180007115,385.5404408001341,t,3.960811299737543,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
67,75,119,55,5,5,t,2.9853403996676207,None,5,5,55,6,385.55661980016157,,,,,,,,,385.5471343002282,385.55661980016157,386.54022830026224,386.54022830026224,386.5567395002581,389.5407394999638,t,2.9853403996676207,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
92,110,190,56,6,5,t,2.283947499934584,None,5,6,56,9,389.5566501002759,,,,,,,,,389.54995070025325,389.5566501002759,390.53996130032465,390.53996130032465,390.55676090018824,392.840844000224,t,2.283947499934584,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
27,50,21,57,7,5,t,3.08241009991616,None,5,7,57,2,392.8565710000694,,,,,,,,,392.85279810009524,392.8565710000694,393.84004750009626,393.84004750009626,393.8568393001333,396.924401700031,t,3.08241009991616,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
82,90,175,58,8,5,t,1.1769747999496758,None,5,8,58,8,396.93998840032145,,,,,,,,,396.9343481003307,396.93998840032145,397.94015080016106,397.94015080016106,397.94015080016106,399.1241013999097,t,1.1769747999496758,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
11,30,7,59,9,5,l,2.8953964998945594,None,5,9,59,0,399.14013600023463,,,,,,,,,399.1329874000512,399.14013600023463,400.14015089999884,400.14015089999884,400.14015089999884,403.04092029994354,l,2.8953964998945594,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
27,50,21,60,0,6,t,7.691598800010979,None,6,0,60,2,403.056584100239,,,,,,,,,403.0499936998822,403.056584100239,404.0410978998989,404.0410978998989,404.05667489999905,411.74065880011767,t,7.691598800010979,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
15,35,13,61,1,6,t,4.455032400321215,None,6,1,61,1,411.7564571001567,,,,,,,,,411.7506804000586,411.7564571001567,412.7401471999474,412.7401471999474,412.7564980001189,417.2074299999513,t,4.455032400321215,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
11,30,7,62,2,6,l,1.9289025999605656,None,6,2,62,0,417.22322720009834,,,,,,,,,417.217445500195,417.22322720009834,418.2068604999222,418.2068604999222,418.2237005000934,420.1406908999197,l,1.9289025999605656,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
82,90,175,63,3,6,t,1.517074199859053,None,6,3,63,8,420.1581303002313,,,,,,,,,420.15363459987566,420.1581303002313,421.14025450032204,421.14025450032204,421.17352280020714,422.67386010009795,t,1.517074199859053,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
78,80,162,64,4,6,t,2.0985966003499925,None,6,4,64,7,422.69007589994,,,,,,,,,422.68297250010073,422.69007589994,423.6736750002019,423.6736750002019,423.69005169998854,425.7741781002842,t,2.0985966003499925,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
92,110,190,65,5,6,t,1.9101702002808452,None,6,5,65,9,425.78999180020764,,,,,,,,,425.7843448999338,425.78999180020764,426.77362750004977,426.77362750004977,426.7900316999294,428.69088430004194,t,1.9101702002808452,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
53,65,101,66,6,6,t,1.9410451003350317,None,6,6,66,5,428.7065393002704,,,,,,,,,428.70117980008945,428.7065393002704,429.6901520001702,429.6901520001702,429.7066720998846,431.6407882999629,t,1.9410451003350317,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
67,75,119,67,7,6,t,1.6926405001431704,None,6,7,67,6,431.6565510001965,,,,,,,,,431.6500595002435,431.6565510001965,432.6402690000832,432.6402690000832,432.6565347001888,434.34057760005817,t,1.6926405001431704,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
49,60,89,68,8,6,t,1.564399499911815,None,6,8,68,4,434.35641840007156,,,,,,,,,434.35046999994665,434.35641840007156,435.3401331999339,435.3401331999339,435.35666080005467,436.9071514001116,t,1.564399499911815,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
40,55,62,69,9,6,t,2.1713788001798093,None,6,9,69,3,436.92308090021834,,,,,,,,,436.9172542002052,436.92308090021834,437.9064444000833,437.9064444000833,437.923491100315,440.09081730013713,t,2.1713788001798093,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
53,65,101,70,0,7,t,1.0453945002518594,None,7,0,70,5,440.1063749003224,,,,,,,,,440.10095620015636,440.1063749003224,441.0901576001197,441.0901576001197,441.1066936003044,442.1406064000912,t,1.0453945002518594,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
92,110,190,71,1,7,t,1.0421666000038385,None,7,1,71,9,442.1564628002234,,,,,,,,,442.1503175999969,442.1564628002234,443.1401415001601,443.1401415001601,443.15661960002035,444.19086030032486,t,1.0421666000038385,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
49,60,89,72,2,7,t,2.0120763001032174,None,7,2,72,4,444.2064466001466,,,,,,,,,444.2010498000309,444.2064466001466,445.19028430012986,445.19028430012986,445.20660120015964,447.2071754001081,t,2.0120763001032174,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
15,35,13,73,3,7,t,2.4188756002113223,None,7,3,73,1,447.22316460032016,,,,,,,,,447.21741050016135,447.22316460032016,448.20649200025946,448.20649200025946,448.22351780021563,450.6405595000833,t,2.4188756002113223,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
67,75,119,74,4,7,t,1.1721315998584032,None,7,4,74,6,450.65641040029004,,,,,,,,,450.6502229999751,450.65641040029004,451.65628220001236,451.65628220001236,451.65628220001236,452.8406798001379,t,1.1721315998584032,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
27,50,21,75,5,7,t,2.237924000248313,None,7,5,75,2,452.8593839001842,,,,,,,,,452.8551525999792,452.8593839001842,453.8561958000064,453.8561958000064,453.87307849992067,456.10746539989486,t,2.237924000248313,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
