reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
82,90,175,76,6,7,t,1.0272011002525687,None,7,6,76,8,456.1231879000552,,,,,,,,,456.1173837003298,456.1231879000552,457.10652519995347,457.10652519995347,457.1232651001774,458.14019450033084,t,1.0272011002525687,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
40,55,62,77,7,7,t,1.5314377001486719,None,7,7,77,3,458.1562426001765,,,,,,,,,458.1509732999839,458.1562426001765,459.14001000020653,459.14001000020653,459.15647270018235,460.67424360010773,t,1.5314377001486719,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
11,30,7,78,8,7,l,2.872353899758309,None,7,8,78,0,460.6897263000719,,,,,,,,,460.6851868000813,460.6897263000719,461.6901291999966,461.6901291999966,461.6901291999966,464.5742228999734,l,2.872353899758309,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
78,80,162,79,9,7,t,1.1292200000025332,None,7,9,79,7,464.58984669996426,,,,,,,,,464.58431480033323,464.58984669996426,465.5899666999467,465.5899666999467,465.5899666999467,466.72314050002024,t,1.1292200000025332,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
40,55,62,80,0,8,t,2.051616500131786,None,8,0,80,3,466.73949870001525,,,,,,,,,466.7298419000581,466.73949870001525,467.72317370027304,467.72317370027304,467.7399548999965,469.7903859000653,t,2.051616500131786,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
78,80,162,81,1,8,t,1.007715799845755,None,8,1,81,7,469.80646930029616,,,,,,,,,469.80152700003237,469.80646930029616,470.78997329995036,470.78997329995036,470.80649119988084,471.8070185002871,t,1.007715799845755,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
11,30,7,82,2,8,l,1.6403096998110414,None,8,2,82,0,471.8230320001021,,,,,,,,,471.8163614999503,471.8230320001021,472.80649610003456,472.80649610003456,472.82326159998775,474.4570900001563,l,1.6403096998110414,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
82,90,175,83,3,8,t,1.0832311999984086,None,8,3,83,8,474.47306160023436,,,,,,,,,474.4669336001389,474.47306160023436,475.45656420011073,475.45656420011073,475.47322509996593,476.54057450033724,t,1.0832311999984086,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
49,60,89,84,4,8,t,1.6087408000603318,None,8,4,84,4,476.55625450005755,,,,,,,,,476.5509274001233,476.55625450005755,477.5399226001464,477.5399226001464,477.556405399926,479.1570671000518,t,1.6087408000603318,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
92,110,190,85,5,8,t,1.4690575003623962,None,8,5,85,9,479.1729003000073,,,,,,,,,479.16803670022637,479.1729003000073,480.1565109002404,480.1565109002404,480.17309950012714,481.6404527002014,t,1.4690575003623962,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
53,65,101,86,6,8,t,1.5422774995677173,None,8,6,86,5,481.6562292999588,,,,,,,,,481.6499446001835,481.6562292999588,482.63986660027876,482.63986660027876,482.65639339992777,484.19032960012555,t,1.5422774995677173,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
15,35,13,87,7,8,t,1.795960099902004,None,8,7,87,1,484.20602790033445,,,,,,,,,484.1992693999782,484.20602790033445,485.1899896003306,485.1899896003306,485.20644999993965,486.99034300027415,t,1.795960099902004,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
67,75,119,88,8,8,t,2.4670219998806715,None,8,8,88,6,487.00616620015353,,,,,,,,,486.9998826999217,487.00616620015353,487.98965650005266,487.98965650005266,488.0060034003109,490.4734796001576,t,2.4670219998806715,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
27,50,21,89,9,8,t,1.6250390000641346,None,8,9,89,2,490.48960709990934,,,,,,,,,490.48109290003777,490.48960709990934,491.4727078001015,491.4727078001015,491.4894701000303,493.10676690004766,t,1.6250390000641346,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
11,30,7,90,0,9,l,1.5397246000356972,None,9,0,90,0,493.12273519998416,,,,,,,,,493.1154658999294,493.12273519998416,494.10605669999495,494.10605669999495,494.122809600085,495.65669510001317,l,1.5397246000356972,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
40,55,62,91,1,9,t,2.0839719995856285,None,9,1,91,3,495.67285480024293,,,,,,,,,495.6651427000761,495.67285480024293,496.6564811002463,496.6564811002463,496.67313120001927,498.7568159000948,t,2.0839719995856285,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
27,50,21,92,2,9,t,2.073066999670118,None,9,2,92,2,498.77320270007476,,,,,,,,,498.7662786003202,498.77320270007476,499.75631570024416,499.75631570024416,499.7731258003041,501.84038420021534,t,2.073066999670118,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
49,60,89,93,3,9,t,1.016532499808818,None,9,3,93,4,501.8561480999924,,,,,,,,,501.8512860001065,501.8561480999924,502.8396705999039,502.8396705999039,502.8563884999603,503.85697379987687,t,1.016532499808818,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
78,80,162,94,4,9,t,0.8419717000797391,None,9,4,94,7,503.87292069988325,,,,,,,,,503.867081400007,503.87292069988325,504.85643270006403,504.85643270006403,504.87308950023726,505.7062531001866,t,0.8419717000797391,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
67,75,119,95,5,9,t,2.7122452999465168,None,9,5,95,6,505.722627799958,,,,,,,,,505.7105185999535,505.722627799958,506.70644000032917,506.70644000032917,506.7229599002749,509.4233305999078,t,2.7122452999465168,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
15,35,13,96,6,9,l,1.4913629996590316,None,9,6,96,1,509.4394825999625,,,,,,,,,509.429732600227,509.4394825999625,510.42314779991284,510.42314779991284,510.439661399927,511.9230174003169,l,1.4913629996590316,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
82,90,175,97,7,9,t,0.9417657000012696,None,9,7,97,8,511.9392416998744,,,,,,,,,511.93012600019574,511.9392416998744,512.9231834001839,512.9231834001839,512.9396799001843,513.8737735999748,t,0.9417657000012696,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
92,110,190,98,8,9,t,1.6595352999866009,None,9,8,98,9,513.8897672998719,,,,,,,,,513.8832243001089,513.8897672998719,514.8730560000986,514.8730560000986,514.8897476000711,516.5402089999989,t,1.6595352999866009,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
53,65,101,99,9,9,t,1.2735874000936747,None,9,9,99,5,516.556250100024,,,,,,,,,516.5515749999322,516.556250100024,517.5397999002598,517.5397999002598,517.5564027000219,518.8237501000986,t,1.2735874000936747,None,participant 2,001,2025-11-06_20h52.42.299,delay_discounting,,2025.1.1,59.98256908631936,2025-11-06 20h52.51.852151 +0530,
